ID,Date,Theme,Num_People,Winner_Movie_ID,Voting_Data_ID,People_ID,Name,Movie_ID,Title,Test
1,"2020-08-01 17:04:39","Iconic Villains",3,3,1,1,Nico,1,"Terminator 2: Judgment Day",0
2,"2020-08-01 17:04:39","Iconic Villains",3,3,1,1,Nico,2,"Inglorious Basterds",0
3,"2020-08-01 17:04:39","Iconic Villains",3,3,1,2,Britt,3,"The Texas Chain Saw Massacre",0
4,"2020-08-01 17:04:39","Iconic Villains",3,3,1,2,Britt,4,"Avengers: Endgame",0
5,"2020-08-01 17:04:39","Iconic Villains",3,3,1,3,Pato,5,Misery,0
6,"2020-08-01 17:04:39","Iconic Villains",3,3,1,3,Pato,6,"2001: A Space Odyssey",0
7,"2020-08-08 18:11:31","Movie from a franchise",3,4,2,2,Britt,4,"Avengers: Endgame",0
8,"2020-08-08 18:11:31","Movie from a franchise",3,4,2,1,Nico,151,"Live Free or Die Hard",0
9,"2020-08-08 18:11:31","Movie from a franchise",3,4,2,1,Nico,8,"The Matrix Revolutions",0
10,"2020-08-08 18:11:31","Movie from a franchise",3,4,2,2,Britt,9,"Toy Story 4",0
11,"2020-08-08 18:11:31","Movie from a franchise",3,4,2,3,Pato,116,"Indiana Jones and the Last Crusade",0
12,"2020-08-08 18:11:31","Movie from a franchise",3,4,2,3,Pato,82,"Ace Ventura: Pet Detective",0
13,"2020-08-08 18:25:11","Famous Directors",3,13,3,1,Nico,13,"The Big Short",0
14,"2020-08-08 18:25:11","Famous Directors",3,13,3,1,Nico,14,"The Usual Suspects",0
15,"2020-08-08 18:25:11","Famous Directors",3,13,3,2,Britt,15,"Shutter Island",0
16,"2020-08-08 18:25:11","Famous Directors",3,13,3,2,Britt,16,"Kill Bill: Vol. 1",0
17,"2020-08-08 18:25:11","Famous Directors",3,13,3,3,Pato,121,"The Grand Budapest Hotel",0
18,"2020-08-08 18:25:11","Famous Directors",3,13,3,3,Pato,18,"The Hateful Eight",0
19,"2020-08-08 18:31:40","Famous Directors",3,18,4,2,Britt,1,"Terminator 2: Judgment Day",1
20,"2020-08-08 18:31:40","Famous Directors",3,18,4,1,Nico,2,"Inglorious Basterds",1
21,"2020-08-08 18:31:40","Famous Directors",3,18,4,2,Britt,4,"Avengers: Endgame",1
22,"2020-08-08 18:31:40","Famous Directors",3,18,4,1,Nico,151,"Live Free or Die Hard",1
23,"2020-08-08 18:31:40","Famous Directors",3,18,4,3,Pato,16,"Kill Bill: Vol. 1",1
24,"2020-08-08 18:31:40","Famous Directors",3,18,4,3,Pato,18,"The Hateful Eight",1
25,"2020-08-11 12:01:51","Nico's Favourite Movies",5,20,5,2,Britt,1,"Terminator 2: Judgment Day",0
26,"2020-08-11 12:01:51","Nico's Favourite Movies",5,20,5,3,Pato,82,"Ace Ventura: Pet Detective",0
27,"2020-08-11 12:01:51","Nico's Favourite Movies",5,20,5,11,Juliet,20,Rocky,0
28,"2020-08-11 12:01:51","Nico's Favourite Movies",5,20,5,11,Juliet,21,"Rocky II",0
29,"2020-08-11 12:01:51","Nico's Favourite Movies",5,20,5,12,Mike,22,"Raiders of the Lost Ark",0
30,"2020-08-11 12:01:51","Nico's Favourite Movies",5,20,5,12,Mike,23,"First Blood",0
31,"2020-08-11 12:01:51","Nico's Favourite Movies",5,20,5,1,Nico,24,Snatch,0
32,"2020-08-11 12:01:51","Nico's Favourite Movies",5,20,5,1,Nico,25,"Back to the Future Part II",0
33,"2020-08-11 12:01:51","Nico's Favourite Movies",5,20,5,2,Britt,26,"Dumb and Dumber",0
34,"2020-08-11 12:01:51","Nico's Favourite Movies",5,20,5,3,Pato,27,"The Dark Knight",0
35,"2020-08-14 19:31:10","IMDb Greater than 8",3,15,6,3,Pato,15,"Shutter Island",0
36,"2020-08-14 19:31:10","IMDb Greater than 8",3,15,6,1,Nico,28,"The Prestige",0
37,"2020-08-14 19:31:10","IMDb Greater than 8",3,15,6,1,Nico,29,"American History X",0
38,"2020-08-14 19:31:10","IMDb Greater than 8",3,15,6,2,Britt,30,"The Shawshank Redemption",0
39,"2020-08-14 19:31:10","IMDb Greater than 8",3,15,6,2,Britt,31,"The Departed",0
40,"2020-08-14 19:31:10","IMDb Greater than 8",3,15,6,3,Pato,32,"Django Unchained",0
41,"2020-08-15 16:37:29","No Theme",3,35,7,15,JLC,34,"The Life of David Gale",0
42,"2020-08-15 16:37:29","No Theme",3,35,7,15,JLC,35,Heat,0
43,"2020-08-15 16:37:29","No Theme",3,35,7,16,CCC,36,"Driving Miss Daisy",0
44,"2020-08-15 16:37:29","No Theme",3,35,7,16,CCC,37,"Green Book",0
45,"2020-08-15 16:37:29","No Theme",3,35,7,17,Tian,38,"Ford v Ferrari",0
46,"2020-08-15 16:37:29","No Theme",3,35,7,17,Tian,39,Dodgeball,0
47,"2020-08-15 19:42:12","Movies from 2010s",3,44,8,1,Nico,40,Inception,0
48,"2020-08-15 19:42:12","Movies from 2010s",3,44,8,1,Nico,41,"John Wick",0
49,"2020-08-15 19:42:12","Movies from 2010s",3,44,8,2,Britt,42,"A Quiet Place",0
50,"2020-08-15 19:42:12","Movies from 2010s",3,44,8,2,Britt,43,"The Lego Movie",0
51,"2020-08-15 19:42:12","Movies from 2010s",3,44,8,3,Pato,44,"The Lighthouse",0
52,"2020-08-15 19:42:12","Movies from 2010s",3,44,8,3,Pato,45,Boyhood,0
53,"2020-08-21 20:13:08","Movies Special to You",3,46,9,3,Pato,39,Dodgeball,0
54,"2020-08-21 20:13:08","Movies Special to You",3,46,9,1,Nico,46,"The Hobbit: An Unexpected Journey",0
55,"2020-08-21 20:13:08","Movies Special to You",3,46,9,1,Nico,47,"Batman Begins",0
56,"2020-08-21 20:13:08","Movies Special to You",3,46,9,2,Britt,48,"The Ghost and the Darkness",0
57,"2020-08-21 20:13:08","Movies Special to You",3,46,9,2,Britt,49,Up,0
58,"2020-08-21 20:13:08","Movies Special to You",3,46,9,3,Pato,50,"School of Rock",0
59,"2020-08-22 19:17:55","Light vs. Dark",3,55,10,3,Pato,55,"22 Jump Street",0
60,"2020-08-22 19:17:55","Light vs. Dark",3,55,10,1,Nico,53,"All the President's Men",0
61,"2020-08-22 19:17:55","Light vs. Dark",3,55,10,1,Nico,52,"Fun with Dick and Jane",0
62,"2020-08-22 19:17:55","Light vs. Dark",3,55,10,2,Britt,54,Joker,0
63,"2020-08-22 19:17:55","Light vs. Dark",3,55,10,3,Pato,56,"Pink Floyd: The Wall",0
195,"2020-08-22 19:17:55","Light vs. Dark",3,55,10,2,Britt,93,"The Lego Batman Movie",0
64,"2020-08-28 19:28:39","Movies from 00s",3,58,11,1,Nico,57,"American Gangster",0
65,"2020-08-28 19:28:39","Movies from 00s",3,58,11,3,Pato,39,Dodgeball,0
66,"2020-08-28 19:28:39","Movies from 00s",3,58,11,2,Britt,58,Signs,0
67,"2020-08-28 19:28:39","Movies from 00s",3,58,11,3,Pato,59,"Talladega Nights: The Ballad of Ricky Bobby",0
68,"2020-08-28 19:28:39","Movies from 00s",3,58,11,2,Britt,31,"The Departed",0
69,"2020-08-28 19:28:39","Movies from 00s",3,58,11,1,Nico,28,"The Prestige",0
70,"2020-08-29 18:49:12","Movies Known for their Music",3,61,12,2,Britt,63,"8 Mile",0
71,"2020-08-29 18:49:12","Movies Known for their Music",3,61,12,3,Pato,64,"Back to the Future",0
72,"2020-08-29 18:49:12","Movies Known for their Music",3,61,12,1,Nico,61,Batman,0
73,"2020-08-29 18:49:12","Movies Known for their Music",3,61,12,1,Nico,60,"The Bourne Identity",0
74,"2020-08-29 18:49:12","Movies Known for their Music",3,61,12,2,Britt,62,"Jurassic Park",0
75,"2020-08-29 18:49:12","Movies Known for their Music",3,61,12,3,Pato,65,"Star Wars: Episode IV - A New Hope",0
76,"2020-09-02 19:07:27",NULL,3,66,13,1,Nico,67,Narcos,0
77,"2020-09-02 19:07:27",NULL,3,66,13,3,Pato,71,Scrubs,0
78,"2020-09-02 19:07:27",NULL,3,66,13,2,Britt,68,"Silicon Valley",0
79,"2020-09-02 19:07:27",NULL,3,66,13,1,Nico,66,"The Wire",0
80,"2020-09-02 19:07:27",NULL,3,66,13,3,Pato,70,"Top Chef",0
81,"2020-09-02 19:07:27",NULL,3,66,13,2,Britt,69,Veep,0
82,"2020-09-04 20:22:08","Favourite Genre",3,59,14,2,Britt,42,"A Quiet Place",0
83,"2020-09-04 20:22:08","Favourite Genre",3,59,14,1,Nico,151,"Live Free or Die Hard",0
84,"2020-09-04 20:22:08","Favourite Genre",3,59,14,1,Nico,8,"The Matrix Revolutions",0
85,"2020-09-04 20:22:08","Favourite Genre",3,59,14,3,Pato,73,"Pineapple Express",0
86,"2020-09-04 20:22:08","Favourite Genre",3,59,14,3,Pato,59,"Talladega Nights: The Ballad of Ricky Bobby",0
87,"2020-09-04 20:22:08","Favourite Genre",3,59,14,2,Britt,72,"The Purge",0
88,"2020-09-05 19:27:02",Blockbusters,3,75,15,1,Nico,151,"Live Free or Die Hard",0
89,"2020-09-05 19:27:02",Blockbusters,3,75,15,3,Pato,39,Dodgeball,0
90,"2020-09-05 19:27:02",Blockbusters,3,75,15,3,Pato,76,"The Hobbit: The Desolation of Smaug",0
91,"2020-09-05 19:27:02",Blockbusters,3,75,15,1,Nico,74,"Independence Day",0
92,"2020-09-05 19:27:02",Blockbusters,3,75,15,2,Britt,75,"Jurassic World",0
93,"2020-09-05 19:27:02",Blockbusters,3,75,15,2,Britt,27,"The Dark Knight",0
94,"2020-09-11 19:50:23","Movie Titles that Define 2020 for You",3,72,16,2,Britt,79,Contagion,0
95,"2020-09-11 19:50:23","Movie Titles that Define 2020 for You",3,72,16,1,Nico,78,"Life is Beautiful",0
96,"2020-09-11 19:50:23","Movie Titles that Define 2020 for You",3,72,16,2,Britt,72,"The Purge",0
97,"2020-09-11 19:50:23","Movie Titles that Define 2020 for You",3,72,16,3,Pato,56,"Pink Floyd: The Wall",0
98,"2020-09-11 19:50:23","Movie Titles that Define 2020 for You",3,72,16,1,Nico,77,"This is the End",0
99,"2020-09-11 19:50:23","Movie Titles that Define 2020 for You",3,72,16,3,Pato,80,Us,0
100,"2020-09-12 18:15:21","Light-hearted films",3,84,17,1,Nico,82,"Ace Ventura: Pet Detective",0
101,"2020-09-12 18:15:21","Light-hearted films",3,84,17,3,Pato,84,"Due Date",0
102,"2020-09-12 18:15:21","Light-hearted films",3,84,17,3,Pato,93,"The Lego Batman Movie",0
103,"2020-09-12 18:15:21","Light-hearted films",3,84,17,1,Nico,83,"The Sting",0
104,"2020-09-12 18:15:21","Light-hearted films",3,84,17,2,Britt,9,"Toy Story 4",0
197,"2020-09-12 18:15:21","Light-hearted films",3,84,17,2,Britt,93,"The Lego Batman Movie",0
105,"2020-09-18 19:15:29","Films you've seen but at least one other hasn't",3,86,18,1,Nico,60,"The Bourne Identity",0
106,"2020-09-18 19:15:29","Films you've seen but at least one other hasn't",3,86,18,1,Nico,151,"Live Free or Die Hard",0
107,"2020-09-18 19:15:29","Films you've seen but at least one other hasn't",3,86,18,3,Pato,121,"The Grand Budapest Hotel",0
108,"2020-09-18 19:15:29","Films you've seen but at least one other hasn't",3,86,18,3,Pato,18,"The Hateful Eight",0
109,"2020-09-18 19:15:29","Films you've seen but at least one other hasn't",3,86,18,2,Britt,87,"The Princess Bride",0
110,"2020-09-18 19:15:29","Films you've seen but at least one other hasn't",3,86,18,2,Britt,86,"The Purge: Anarchy",0
111,"2020-09-19 19:35:36","Batman Movies",3,90,19,1,Nico,89,"Batman Returns",0
112,"2020-09-19 19:35:36","Batman Movies",3,90,19,3,Pato,159,"Batman v Superman: Dawn of Justice",0
113,"2020-09-19 19:35:36","Batman Movies",3,90,19,1,Nico,90,"Justice League: Doom",0
114,"2020-09-19 19:35:36","Batman Movies",3,90,19,3,Pato,93,"The Lego Batman Movie",0
115,"2020-09-19 19:35:36","Batman Movies",3,90,19,2,Britt,27,"The Dark Knight",0
116,"2020-09-19 19:35:36","Batman Movies",3,90,19,2,Britt,91,"The Dark Knight Rises",0
117,"2020-09-25 19:05:19","Movies we all like",3,50,20,3,Pato,95,"Bohemian Rhapsody",0
118,"2020-09-25 19:05:19","Movies we all like",3,50,20,2,Britt,94,"Dark Knight Rises",0
119,"2020-09-25 19:05:19","Movies we all like",3,50,20,3,Pato,39,Dodgeball,0
120,"2020-09-25 19:05:19","Movies we all like",3,50,20,1,Nico,40,Inception,0
121,"2020-09-25 19:05:19","Movies we all like",3,50,20,2,Britt,50,"School of Rock",0
122,"2020-09-25 19:05:19","Movies we all like",3,50,20,1,Nico,24,Snatch,0
123,"2020-09-26 18:37:46","Movies you've only seen once",3,98,21,3,Pato,159,"Batman v Superman: Dawn of Justice",0
124,"2020-09-26 18:37:46","Movies you've only seen once",3,98,21,1,Nico,96,"Gangs of New York",0
125,"2020-09-26 18:37:46","Movies you've only seen once",3,98,21,2,Britt,93,"The Lego Batman Movie",0
126,"2020-09-26 18:37:46","Movies you've only seen once",3,98,21,1,Nico,97,Lincoln,0
127,"2020-09-26 18:37:46","Movies you've only seen once",3,98,21,2,Britt,31,"The Departed",0
128,"2020-09-26 18:37:46","Movies you've only seen once",3,98,21,3,Pato,98,"The Founder",0
129,"2020-10-02 20:29:20","Movies that inspire you",3,100,22,2,Britt,101,"Good Will Hunting",0
130,"2020-10-02 20:29:20","Movies that inspire you",3,100,22,1,Nico,99,"Imitation Game",0
131,"2020-10-02 20:29:20","Movies that inspire you",3,100,22,1,Nico,100,Invictus,0
132,"2020-10-02 20:29:20","Movies that inspire you",3,100,22,3,Pato,104,"The Pursuit of Happyness",0
133,"2020-10-02 20:29:20","Movies that inspire you",3,100,22,2,Britt,102,"Shawshank Redemption",0
134,"2020-10-02 20:29:20","Movies that inspire you",3,100,22,3,Pato,103,"Slumdog Millionaire",0
135,"2020-10-05 20:06:32",NULL,3,109,24,3,Pato,112,Fargo,0
136,"2020-10-05 20:06:32",NULL,3,109,24,1,Nico,110,House,0
137,"2020-10-05 20:06:32",NULL,3,109,24,1,Nico,109,"Narcos & Narcos Mexico",0
138,"2020-10-05 20:06:32",NULL,3,109,24,2,Britt,111,Ozark,0
139,"2020-10-05 20:06:32",NULL,3,109,24,3,Pato,71,Scrubs,0
140,"2020-10-05 20:06:32",NULL,3,109,24,2,Britt,69,Veep,0
141,"2020-10-09 20:00:33",Classiques,3,40,25,1,Nico,99,"Imitation Game",0
142,"2020-10-09 20:00:33",Classiques,3,40,25,1,Nico,40,Inception,0
143,"2020-10-09 20:00:33",Classiques,3,40,25,3,Pato,116,"Indiana Jones and the Last Crusade",0
144,"2020-10-09 20:00:33",Classiques,3,40,25,3,Pato,65,"Star Wars: Episode IV - A New Hope",0
145,"2020-10-09 20:00:33",Classiques,3,40,25,2,Britt,114,"The Lion King",0
146,"2020-10-09 20:00:33",Classiques,3,40,25,2,Britt,115,"Toy Story",0
147,"2020-10-10 19:02:04","Movies with Oscar-winning actors",3,121,26,1,Nico,118,Amistad,0
148,"2020-10-10 19:02:04","Movies with Oscar-winning actors",3,121,26,2,Britt,119,"The Gentlemen",0
149,"2020-10-10 19:02:04","Movies with Oscar-winning actors",3,121,26,3,Pato,121,"The Grand Budapest Hotel",0
150,"2020-10-10 19:02:04","Movies with Oscar-winning actors",3,121,26,1,Nico,14,"The Usual Suspects",0
151,"2020-10-10 19:02:04","Movies with Oscar-winning actors",3,121,26,2,Britt,120,"The Wolf of Wall Street",0
152,"2020-10-10 19:02:04","Movies with Oscar-winning actors",3,121,26,3,Pato,122,Vice,0
153,"2020-10-10 19:07:18",Franchise,3,125,27,2,Britt,125,"Harry Potter",0
154,"2020-10-10 19:07:18",Franchise,3,125,27,3,Pato,128,"Indiana Jones",0
155,"2020-10-10 19:07:18",Franchise,3,125,27,1,Nico,124,"Mission Impossible",0
156,"2020-10-10 19:07:18",Franchise,3,125,27,2,Britt,126,"Planet of the Apes",0
157,"2020-10-10 19:07:18",Franchise,3,125,27,3,Pato,127,"Quentin Tarantino Films",0
158,"2020-10-10 19:07:18",Franchise,3,125,27,1,Nico,117,"Star Wars",0
159,"2020-10-16 17:57:53",Thrillers,3,5,28,2,Britt,42,"A Quiet Place",0
160,"2020-10-16 17:57:53",Thrillers,3,5,28,2,Britt,130,"Don't Breathe",0
161,"2020-10-16 17:57:53",Thrillers,3,5,28,1,Nico,5,Misery,0
162,"2020-10-16 17:57:53",Thrillers,3,5,28,1,Nico,129,Sicario,0
163,"2020-10-16 17:57:53",Thrillers,3,5,28,3,Pato,132,"The Silence of the Lambs",0
164,"2020-10-16 17:57:53",Thrillers,3,5,28,3,Pato,131,"The Sixth Sense",0
165,"2020-10-17 18:25:42","Movies below IMDb of 8 and we all like",3,39,29,2,Britt,42,"A Quiet Place",0
166,"2020-10-17 18:25:42","Movies below IMDb of 8 and we all like",3,39,29,2,Britt,39,Dodgeball,0
167,"2020-10-17 18:25:42","Movies below IMDb of 8 and we all like",3,39,29,1,Nico,133,"Ocean's 11",0
168,"2020-10-17 18:25:42","Movies below IMDb of 8 and we all like",3,39,29,3,Pato,158,"Star Wars: Episode III - Revenge of the Sith",0
169,"2020-10-17 18:25:42","Movies below IMDb of 8 and we all like",3,39,29,3,Pato,80,Us,0
170,"2020-10-17 18:25:42","Movies below IMDb of 8 and we all like",3,39,29,1,Nico,122,Vice,0
171,"2020-10-23 20:24:29","Movies with a famous character",3,76,30,2,Britt,106,Deadpool,0
172,"2020-10-23 20:24:29","Movies with a famous character",3,76,30,3,Pato,76,"The Hobbit: The Desolation of Smaug",0
173,"2020-10-23 20:24:29","Movies with a famous character",3,76,30,1,Nico,116,"Indiana Jones and the Last Crusade",0
174,"2020-10-23 20:24:29","Movies with a famous character",3,76,30,1,Nico,8,"The Matrix Revolutions",0
175,"2020-10-23 20:24:29","Movies with a famous character",3,76,30,3,Pato,158,"Star Wars: Episode III - Revenge of the Sith",0
176,"2020-10-23 20:24:29","Movies with a famous character",3,76,30,2,Britt,91,"The Dark Knight Rises",0
177,"2020-10-24 19:57:47",Horror,3,137,31,1,Nico,138,"28 Days Later",0
178,"2020-10-24 19:57:47",Horror,3,137,31,3,Pato,130,"Don't Breathe",0
179,"2020-10-24 19:57:47",Horror,3,137,31,1,Nico,137,Haunt,0
180,"2020-10-24 19:57:47",Horror,3,137,31,2,Britt,148,"The Purge: Election Year",0
181,"2020-10-24 19:57:47",Horror,3,137,31,3,Pato,141,"The Strangers",0
182,"2020-10-24 19:57:47",Horror,3,137,31,2,Britt,139,"Trick 'r Treat",0
183,"2020-10-30 20:27:53","Movies from the 2000s",3,144,32,3,Pato,144,"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan",0
184,"2020-10-30 20:27:53","Movies from the 2000s",3,144,32,1,Nico,60,"The Bourne Identity",0
185,"2020-10-30 20:27:53","Movies from the 2000s",3,144,32,1,Nico,8,"The Matrix Revolutions",0
186,"2020-10-30 20:27:53","Movies from the 2000s",3,144,32,2,Britt,142,"The Descent",0
187,"2020-10-30 20:27:53","Movies from the 2000s",3,144,32,3,Pato,143,"The Longest Yard",0
188,"2020-10-30 20:27:53","Movies from the 2000s",3,144,32,2,Britt,139,"Trick 'r Treat",0
